,z_mean_inferred,z_std_inferred
152,-0.12930256,0.034025382
153,-0.13415155,0.042206876
154,1.0082939,0.0386701
155,-0.08710566,0.06577509
156,-0.14694005,0.07146669
157,0.8836836,0.037799586
158,2.699865,0.031802483
159,-0.12953219,0.045018498
160,1.3939102,0.28505287
161,-0.30129468,0.088289656
162,-0.1262579,0.039450932
163,-0.16479093,0.042714845
164,0.34497264,0.044444878
165,1.1129746,0.03932475
166,-0.06718355,0.037922516
167,0.009798255,0.066746384
168,-0.17940447,0.0423808
169,-0.069776975,0.044374067
170,-0.15626976,0.043886445
171,-0.21783991,0.04435206
172,0.33956078,0.040473767
173,0.38003552,0.03743771
174,-0.033527173,0.05257686
175,-0.17515051,0.0451459
176,-0.14353932,0.043379188
177,-0.11223024,0.041321483
178,0.029446613,0.043407265
179,0.5696234,0.07839586
180,0.86001766,0.047677446
181,3.641366,0.04007323
182,0.23422718,0.042082187
183,-0.13630378,0.038388155
184,0.100729845,0.043959577
185,0.26605675,0.05040518
186,0.16179755,0.041511912
187,0.1363377,0.04201029
188,-0.06663402,0.03498011
189,1.3217211,0.03987451
190,0.6982955,0.038755193
191,-0.0043330314,0.03154528
192,0.7265641,0.03544183
193,0.27543518,0.042080928
194,0.008885128,0.04164548
195,0.087127395,0.0418235
196,1.4538836,0.039020296
197,1.8192222,0.04637737
198,-0.20616747,0.061929967
199,0.121643364,0.032595385
200,-0.0962409,0.049296573
201,0.45943353,0.04102175
202,0.23661977,0.042620838
203,0.23806736,0.038276646
204,0.20464589,0.042109963
205,0.12806787,0.03731013
206,0.10002261,0.04223693
207,0.08485326,0.045222014
208,0.22477873,0.039726157
209,1.3560078,0.10142339
210,1.1162277,0.07858178
211,1.4347953,0.034012362
212,0.5046613,0.03173504
213,-0.34454057,0.08471147
214,-0.038155153,0.06262421
215,0.049527243,0.04196663
216,0.1841554,0.045715474
217,0.04412054,0.034684807
218,0.02318352,0.03691085
219,-0.042448994,0.07770112
220,0.18609945,0.07741971
221,0.6389654,0.037235364
222,0.19667657,0.04034027
223,0.004831245,0.03215659
224,-0.03205803,0.04657901
225,0.82664376,0.041710537
226,-0.008806194,0.036528658
227,0.025335748,0.04494374
228,-0.11302684,0.036541417
229,1.9933064,0.039177
230,1.4361601,0.052395765
231,0.25315446,0.044736747
232,1.8459505,0.044738457
233,1.9480171,0.040869564
234,-0.04883021,0.0371537
235,1.4081656,0.039331857
236,-0.14714693,0.042153277
237,0.11636646,0.033483695
238,1.9211974,0.055692866
239,0.15406917,0.053804636
240,0.41910914,0.036905106
241,0.12369146,0.044932798
242,0.9036962,0.042750258
243,2.4261987,0.043268796
244,0.20039555,0.019105693
245,0.1352328,0.040234357
246,1.0530405,0.05234882
247,1.9136202,0.08104921
248,0.42341167,0.030577205
249,0.0277877,0.040920027
250,0.007986267,0.03439598
251,-0.21060872,0.06528026
252,0.24306917,0.0448733
253,1.8094708,0.06299433
254,1.7124784,0.03823224
255,1.0545311,0.04563894
256,0.63733715,0.039226867
257,0.7063699,0.045150574
258,-0.13389504,0.039485767
259,-0.19017982,0.035424344
260,1.3676335,0.041995432
261,0.44159386,0.03418299
262,2.5011623,0.041571263
263,0.376366,0.044754073
264,0.4687712,0.048236154
265,0.22238168,0.047125366
266,1.1482837,0.0747869
267,0.016598409,0.08126476
268,-0.15865213,0.040219933
269,2.1105187,0.04200675
270,0.64882183,0.065614566
271,0.32845545,0.037308406
272,0.02652826,0.029012578
273,0.60839456,0.05779123
274,2.2785773,0.832105
275,1.099521,0.043169815
276,0.21479218,0.03847626
277,-0.095748514,0.04088833
278,0.18833016,0.038281117
279,0.11671911,0.04636872
280,1.6010596,0.03756298
281,0.1443645,0.034467965
282,0.1865362,0.044612944
283,0.034263153,0.038735125
284,0.51202697,0.0358655
285,-0.058375165,0.049627524
286,-0.015581669,0.03569205
287,-0.05175677,0.040851254
288,1.7873712,0.036885805
289,0.1583371,0.044976447
290,0.10392292,0.039962478
291,0.04996092,0.042752426
292,0.15962511,0.039979775
293,0.80894166,0.03492785
294,0.09968664,0.048650917
295,-0.005287814,0.045910764
296,-0.09043338,0.03907578
297,1.6420132,0.038496792
298,0.6266413,0.044830672
299,-0.09253446,0.037422094
300,-0.16263562,0.033239033
301,0.31507435,0.034868676
302,0.24035174,0.047976896
303,-0.060441222,0.070766784
304,-0.18154062,0.037889462
305,-0.16629589,0.031814378
306,-0.1896305,0.083876096
307,-0.17786138,0.03829879
308,-0.14508155,0.04220882
309,1.5436249,0.04533868
310,-0.09102421,0.06456383
311,-0.0062902616,0.07137112
312,0.7678843,0.042508308
313,1.3433951,0.30954376
314,-0.020695698,0.0438893
315,0.56443197,0.041934848
316,-0.1755664,0.039212655
317,-0.3081729,0.07758574
318,-0.10362774,0.028273614
319,-0.08823375,0.04108159
320,-0.1190522,0.07865672
321,0.09373677,0.0406346
322,-0.13861528,0.043938126
323,-0.14795926,0.032970432
324,1.1643375,0.043417994
325,0.6833112,0.04920318
326,0.67777616,0.03859968
327,1.5089277,0.04058137
328,0.11040265,0.039615594
329,0.80809355,0.04302378
330,0.6167315,0.042593878
331,0.75804144,0.03596015
332,0.03302316,0.036672197
333,0.4251471,0.03182523
334,-0.012041621,0.050247155
335,-0.21791881,0.07808731
336,0.61543155,0.04660677
337,-0.12738128,0.07203955
338,0.0794012,0.036304627
339,1.7257518,0.039770264
340,0.85880065,0.03488986
341,0.16493559,0.040548865
342,1.1072861,0.082480334
343,2.319891,0.044742104
344,0.01142214,0.0671726
345,1.4943306,0.2755715
346,0.5944273,0.032062043
347,0.5958406,0.04648912
348,0.3473268,0.041478287
349,1.5240833,0.0641337
350,-0.011543006,0.08390755
351,0.09105911,0.040277984
352,1.6447023,0.26203004
353,0.32834017,0.088004775
354,-0.17412293,0.04325567
355,0.8156129,0.037378803
356,0.6387946,0.053172175
357,0.1466637,0.038901627
358,0.12235068,0.04116076
359,0.44377914,0.034841277
360,0.39356914,0.040543254
361,1.4744819,0.04200915
362,0.17336267,0.042282645
363,0.1930048,0.03531457
364,2.3448534,0.04300665
365,2.3691745,0.043203723
366,2.3567965,0.03501568
367,0.4857081,0.037465155
368,0.39614677,0.038866196
369,0.15038927,0.042800855
370,0.041297723,0.06639384
371,0.1679403,0.041275498
372,0.6142969,0.040572215
373,1.5305855,0.25658378
374,1.3997037,0.03978676
375,-0.14210005,0.041750215
376,0.3576614,0.039863743
377,0.36497134,0.02980619
378,1.0061123,0.040966716
379,0.4658694,0.04020802
380,-0.028782398,0.03722801
381,0.17893532,0.038538314
382,1.3138666,0.041959997
383,1.3009512,0.03698909
384,1.980031,0.037732203
385,0.21641156,0.03655199
386,1.345769,0.06615107
387,-0.021423867,0.09888928
388,-0.17750734,0.07221336
389,0.28320712,0.03315935
390,-0.15343866,0.033041947
391,-0.09224287,0.038600367
392,1.1607364,0.037606496
393,1.357325,0.036902696
394,1.6413972,0.3047751
395,0.1483461,0.037550583
396,0.07180486,0.044639733
397,-0.1747044,0.06078696
398,0.18036896,0.08349608
399,1.1901865,0.038282495
400,0.53648126,0.04067466
401,0.043121453,0.038170967
402,-0.022885976,0.045810558
403,0.29540104,0.047463745
404,1.2357622,0.043382153
405,0.09716113,0.046500728
406,-0.2781566,0.119571485
407,-0.10696741,0.038637873
408,0.045038797,0.047307078
409,-0.13083039,0.04398228
410,1.6183823,0.30606326
411,0.55466104,0.038803816
412,0.24393299,0.037749194
413,0.062547125,0.04038893
414,-0.011614293,0.07637899
415,2.492965,0.044764902
416,-0.11914472,0.03429139
417,-0.05151093,0.042180933
418,0.5108917,0.03794731
419,0.029066877,0.08305998
420,0.06338923,0.049065284
421,0.43988648,0.04051784
422,0.46907094,0.047525134
423,-0.04633309,0.041657943
424,-0.00035765383,0.07290449
425,2.4721265,0.07547936
426,0.13707502,0.038602088
427,0.19546568,0.040070254
428,-0.06508474,0.033648193
429,1.8061603,0.047213156
430,1.1958822,0.050941065
431,0.529575,0.03452071
432,0.09488219,0.035321128
433,-0.07381528,0.041599393
434,0.18256967,0.03717277
435,0.16454497,0.03736238
436,0.4164505,0.039611813
437,1.9407943,0.05242031
438,1.8560575,0.040584464
439,-0.014901919,0.043205664
440,-0.2030655,0.07335989
441,0.3911214,0.040050097
442,-0.036075395,0.045090977
443,0.09006567,0.050737347
444,-0.185044,0.03944887
445,0.79490596,0.03575106
446,1.1398729,0.021233499
447,-0.017163537,0.037541397
448,1.6097958,0.032205187
449,0.090833664,0.037903696
450,-0.058863964,0.043875266
451,2.1062303,0.0320266
452,0.061745893,0.04329083
453,1.1604061,0.04848785
454,0.1419131,0.03154505
455,0.15620616,0.03825553
456,0.3433186,0.034659017
457,0.34781203,0.04071506
458,0.1372464,0.07417112
459,0.619677,0.038619865
460,0.21076195,0.03503813
461,0.45420414,0.08048908
462,1.752844,0.0386295
463,0.26403278,0.0353171
464,0.06694874,0.0356993
465,-0.13593303,0.034418784
466,0.7763417,0.041741293
467,-0.06996142,0.038909193
468,0.9777137,0.08268471
469,1.250799,0.04419969
470,1.5849271,0.05126898
471,1.5778182,0.044318642
472,0.057585362,0.049031686
473,0.8573015,0.03480075
474,0.47982207,0.039977137
475,0.9059492,0.040816233
476,0.41971305,0.035251737
477,0.22436413,0.08275362
478,1.3489112,0.043584403
479,0.9511763,0.037009884
480,1.527276,0.03701804
481,0.3381872,0.042430844
482,0.5977723,0.08355486
483,0.86695343,0.055630963
484,0.18815082,0.035710804
485,1.7023314,0.050714005
486,1.5716096,0.035505805
487,0.65928525,0.039569646
488,0.121787496,0.04609531
489,1.2477975,0.084603906
490,0.8802409,0.091990575
491,1.5758096,0.039941635
492,1.0440445,0.05710487
493,-0.0049022287,0.041878372
494,0.10037768,0.032794062
495,1.3597639,0.048280567
496,1.2835253,0.034474067
497,0.09795308,0.045544747
498,0.13275033,0.0410277
499,0.10979597,0.029817414
500,0.038081437,0.052240435
501,0.028187657,0.049377024
502,0.14114496,0.050966214
503,0.24724627,0.03599258
504,1.3526776,0.327723
505,1.2356286,0.039291166
506,-0.030787919,0.03466811
507,2.48415,0.049833618
508,0.256881,0.04575169
509,-0.004885996,0.035658807
510,-0.043166015,0.041484237
511,0.6161994,0.045537572
512,1.674354,0.20790157
513,1.2349323,0.037454132
514,-0.10585963,0.03964
515,0.06750419,0.04517541
516,1.410314,0.034637827
517,0.88834625,0.05050526
518,1.5971392,0.04837087
519,0.50174165,0.047426343
520,0.45818862,0.035169225
521,0.84410286,0.08377886
522,1.2561754,0.033452567
523,-0.09000174,0.048118122
524,-0.027565785,0.065431796
525,-0.09069388,0.0908921
526,0.20062636,0.04600458
527,0.2148057,0.06554825
528,0.9395769,0.040956415
529,0.9401512,0.0659357
530,0.03137354,0.0394201
531,-0.15806364,0.041332006
532,-0.031760063,0.051582642
533,0.16354068,0.04099269
534,0.9473604,0.032166056
535,1.4766557,0.051822968
536,0.19994502,0.07705192
537,-0.12793796,0.03609837
538,-0.06091105,0.045443486
539,-0.07010337,0.07738661
540,-0.20059666,0.08046488
541,1.5517082,0.050834566
542,-0.1511505,0.04282461
543,0.04984663,0.038746934
544,2.630344,0.044815056
545,0.24587455,0.031245494
546,-0.12906735,0.03949826
547,0.94784355,0.043610197
548,0.36198288,0.042385027
549,0.6020826,0.04577082
550,0.24006477,0.043594446
551,1.3769274,0.19334096
552,0.15507258,0.036803424
553,-0.35317343,0.07417588
554,0.14093879,0.031784583
555,0.20712513,0.028867932
556,0.37010536,0.04347632
557,0.2755906,0.03433885
558,0.53026474,0.0462211
559,0.33209488,0.039249677
560,0.7756414,0.04939688
561,2.8338819,0.037499025
562,1.9509938,0.04702051
563,0.42022753,0.03084009
564,0.2705203,0.03892158
565,1.6617323,0.042258646
566,1.392658,0.08298625
567,0.2547679,0.03208086
568,-0.12635976,0.039902914
569,0.0310011,0.04554065
570,1.2810922,0.044763193
571,2.4068856,0.029949889
572,1.633025,0.03051026
573,0.88943857,0.051313374
574,0.7730521,0.044674505
575,0.7200953,0.039497685
576,1.2834408,0.04202138
577,2.8799891,0.040031545
578,0.0106451195,0.0753802
579,-0.29197592,0.06506672
580,1.7894644,0.03735974
581,0.07191754,0.04104921
582,1.4238025,0.045643043
583,-0.23401599,0.07170539
584,-0.08774177,0.040321384
585,1.186156,0.036329344
586,0.53202105,0.04246318
587,2.2094913,0.04319219
588,0.7818482,0.037411988
589,0.054536704,0.04534016
590,-0.019778378,0.04662145
591,0.26200846,0.039521866
592,-0.042272627,0.052526865
593,0.085034825,0.038228683
594,0.1451644,0.043697383
595,0.15521547,0.049690254
596,0.052915383,0.04137947
597,0.7112756,0.033346843
598,0.18420014,0.038589817
599,1.6097801,0.32356855
600,0.7614903,0.035386372
601,0.73379576,0.08409925
602,-0.15802023,0.04191976
603,-0.15326017,0.041016143
604,-0.15203197,0.043673646
605,-0.35906145,0.083112195
606,-0.09378219,0.029899562
607,0.16443208,0.040809482
608,0.024774794,0.037748504
609,0.0866957,0.04818753
610,0.98161733,0.03695853
611,0.027126886,0.042675782
612,0.29816288,0.03581317
613,0.0037461477,0.04910081
614,1.7665932,0.050720125
615,0.97058076,0.03926114
616,0.18193156,0.06504337
617,0.19051301,0.07632808
618,1.449051,0.23201475
619,1.1730787,0.03932727
620,1.0726833,0.035776135
621,1.4445094,0.084948346
622,0.76855093,0.03027551
623,0.6688296,0.040200464
624,-0.051050887,0.039443024
625,-0.13251837,0.07772163
626,1.582889,0.04860039
627,0.035472568,0.047633573
628,5.406596,0.035937954
629,1.0425924,0.036583707
630,0.25973448,0.07819006
631,2.8135226,0.042967938
632,2.7111535,0.0439314
633,1.1874504,0.032752644
634,-0.08735822,0.046389088
635,-0.12585445,0.033827182
636,0.3429524,0.03361672
637,0.5009273,0.050809752
638,0.096873626,0.04201052
639,1.4146265,0.21419787
640,1.3968234,0.23899557
641,0.82554114,0.03411594
642,-0.11530155,0.07661079
643,-0.013240886,0.08728576
644,-0.14013465,0.03568757
645,-0.14114444,0.034163408
646,1.5907053,0.2208261
647,1.7131287,0.05082947
648,-0.10999966,0.04427291
649,0.45328644,0.044687614
650,0.64805526,0.04224973
651,2.7183654,0.036319572
652,1.5916498,0.037712805
653,1.2015944,0.040136907
654,-0.101444066,0.03924406
655,-0.0588161,0.041082274
656,0.63205975,0.05262097
657,0.051493168,0.037752293
658,-0.025692591,0.0799896
659,0.557152,0.03906088
660,-0.19451617,0.039912883
661,0.2764274,0.05234622
662,1.5115255,0.047464885
663,1.6309663,0.05093166
664,0.36340088,0.08133344
665,0.52337986,0.04350988
666,0.595518,0.040079646
667,0.8892644,0.040252905
668,0.9567751,0.04047102
669,0.74833345,0.042174306
670,0.14286615,0.039648477
671,0.39264658,0.036701042
672,0.99006796,0.064879045
673,1.4047891,0.044908408
674,0.29500654,0.06413493
675,0.73130274,0.04121956
676,-0.081510335,0.046482176
677,0.1782996,0.0689036
678,2.085359,0.042018406
679,0.969051,0.04975366
680,0.71502036,0.07898779
681,1.322612,0.04173329
682,0.1755964,0.05094197
683,1.042423,0.042799484
684,1.3050046,0.03544908
685,-0.0824979,0.045741327
686,-0.32233,0.08170263
687,0.034973875,0.041327085
688,-0.12083302,0.03912003
689,-0.044882465,0.034908168
690,-0.017619248,0.035941176
691,0.84409446,0.03682135
692,-0.02911803,0.04254898
693,0.8366576,0.04355519
694,0.0035647089,0.031660896
695,0.4990405,0.04588184
696,0.18508342,0.03277053
697,-0.04838272,0.040943716
698,0.40019467,0.029553566
699,1.5467976,0.03712602
700,0.15950975,0.05523048
701,0.14371829,0.03703263
702,2.0144124,0.038470753
703,-0.17201377,0.037686516
704,0.11819088,0.043619666
705,0.15125382,0.043145154
706,1.8099846,0.04915029
707,0.8164839,0.03100375
708,0.26489443,0.036703456
709,0.41220573,0.06705511
710,0.2689196,0.08061281
711,0.14895321,0.035811793
712,0.5241275,0.04262358
713,0.04469519,0.040120076
714,0.010605242,0.04615906
715,0.66387427,0.047874626
716,1.6486522,0.16785371
717,-0.07210622,0.043610763
718,0.61170566,0.03901571
719,0.49169874,0.0864393
720,1.640448,0.03304252
721,0.33899838,0.038310144
722,0.7660872,0.052399725
723,0.64263016,0.047864173
724,-0.050800897,0.041393198
725,-0.017973796,0.04481369
726,-0.05573654,0.03825473
727,-0.034318585,0.032612924
728,0.19671099,0.044982485
729,0.69985706,0.047623914
730,-0.10220101,0.08504876
731,-0.07402418,0.0393565
732,0.90636164,0.064640716
733,1.8870344,0.03701379
734,0.468518,0.0322861
735,-0.04384209,0.046061844
736,0.1326081,0.035149656
737,-0.04640882,0.052550394
738,-0.027918616,0.04462457
739,0.38474396,0.049578976
740,0.4121345,0.038321733
741,0.8534998,0.03835179
742,-0.16650148,0.040160958
743,1.3469678,0.23596245
744,1.4800041,0.23032482
745,0.19777434,0.03729623
746,2.6952193,0.043871727
747,0.762814,0.047972918
748,0.2589359,0.046058886
749,0.25717017,0.041898835
750,1.2336963,0.039415747
751,-0.008100767,0.08165353
752,0.30324352,0.03115502
753,3.1629925,0.07755243
754,0.2261599,0.033084273
755,-0.063019514,0.033596206
756,0.68935865,0.060567625
757,0.38749623,0.037496958
758,1.6600517,0.23913656
759,0.4193621,0.047941554
760,1.6759478,0.037890263
761,0.022658583,0.08543715
762,0.14803249,0.03391177
763,0.033183932,0.03819564
764,0.53246146,0.031144619
765,1.3042914,0.03499519
766,0.91328967,0.09736704
767,1.2285773,0.08080767
768,0.580172,0.07099511
769,0.65371865,0.0408445
770,0.561041,0.045708984
771,1.9925474,0.037634626
772,-0.09394235,0.028520769
773,0.32831803,0.08947602
774,1.0217711,0.04774939
775,0.3512563,0.05126196
776,4.409809,0.03617368
777,0.9584918,0.050577458
778,0.36803553,0.04382438
779,0.6587811,0.043050382
780,-0.13610037,0.04201052
781,-0.09393808,0.04750933
782,-0.122796424,0.050226636
783,0.41471618,0.037098795
784,0.22416173,0.059208367
785,1.3290273,0.03833722
786,-0.039603382,0.037922516
787,1.3968936,0.04914859
788,-0.114580624,0.0854829
789,-0.06329292,0.038223866
790,0.9994995,0.044402346
791,-0.021260897,0.032444797
792,0.032420747,0.032040685
793,0.030116104,0.088472985
794,-0.060522072,0.036508776
795,0.029987717,0.04404924
796,0.35869306,0.032180138
797,0.31395698,0.039047576
798,0.12805925,0.042902842
799,0.010256564,0.04643586
800,0.3794313,0.041490413
801,0.6892441,0.03839263
802,-0.096240945,0.05758418
803,0.562045,0.04101157
804,-0.08323986,0.08564967
805,0.5284759,0.045346886
806,-0.16380022,0.050422747
807,1.5698475,0.20608644
808,0.08279416,0.032401517
809,-0.2765008,0.072525725
810,1.8288195,0.29259196
811,0.63733596,0.041262574
812,0.2879823,0.03799838
813,3.8837137,0.08577157
814,-0.039439633,0.04137684
815,0.6567095,0.04630851
816,-0.16384251,0.05925308
817,1.2045906,0.045152396
818,-0.09213092,0.04088741
819,1.4681716,0.04456403
820,2.0713465,0.071226604
821,-0.0276834,0.040088348
822,-0.11340694,0.041068777
823,-0.114798605,0.0446313
824,1.0944229,0.038746364
825,1.5576636,0.27496198
826,0.1109279,0.034180228
827,0.06965309,0.03838334
828,0.207663,0.030959833
829,0.2805557,0.037963144
830,0.1932033,0.04273918
831,0.15989305,0.08414188
832,0.13240765,0.054125182
833,0.18555875,0.033875007
834,0.08546472,0.04763994
835,0.30750275,0.07984047
836,0.4539492,0.035345294
837,0.07461411,0.042128135
838,-0.23214601,0.0819053
839,0.0024834569,0.043409664
840,0.22308955,0.03721067
841,0.3139129,0.035667203
842,0.28551152,0.043850165
843,0.07286857,0.08230798
844,2.579211,0.052533995
845,0.124646686,0.033107452
846,-0.022991724,0.059605017
847,0.087746225,0.04623851
848,0.11134699,0.044109013
849,-0.11776409,0.039952744
850,-0.029926116,0.03145576
851,1.7499161,0.03654682
852,-0.10834149,0.031983767
853,0.0108176395,0.049902234
854,0.5260787,0.03458624
855,0.009252595,0.07737227
856,0.19204915,0.033531193
857,0.28755185,0.03911476
858,0.3503839,0.04464589
859,0.05990619,0.038892798
860,-0.12580231,0.038542442
861,0.07225843,0.038362462
862,-0.00240242,0.0345434
863,0.018173723,0.032923717
864,-0.00026018335,0.036034897
865,0.34572986,0.038775034
866,0.044340212,0.03384435
867,0.25055173,0.047431003
868,0.4490013,0.035173364
869,0.28692856,0.03832793
870,0.24530092,0.03269542
871,0.17030801,0.04626526
872,1.3703004,0.16260986
873,0.2216488,0.0392914
874,0.3374525,0.042855337
875,0.7887985,0.03701528
876,0.42486745,0.040778242
877,0.4586349,0.057884272
878,0.11249162,0.046055697
879,0.32016897,0.04492801
880,0.09554715,0.040592365
881,0.51474464,0.048530888
882,0.8216604,0.0374717
883,0.586847,0.044517968
884,0.4472633,0.043216396
885,0.27385813,0.047681198
886,0.011282758,0.03845056
887,2.3867626,0.033628713
888,0.059690323,0.037249718
889,-0.11783395,0.038611148
890,0.29370755,0.03867228
891,0.3258349,0.044473726
892,0.46304017,0.036290832
893,0.43028596,0.048886728
894,1.181269,0.039001144
895,0.35140672,0.04842913
896,0.25192776,0.048183672
897,0.5128112,0.04813323
898,0.29375696,0.039267555
899,0.3788451,0.038151808
900,-0.14065869,0.036186326
901,0.07550738,0.03654015
902,-0.15921214,0.08160672
903,0.78220993,0.036943827
904,0.89454776,0.07758232
905,1.3388689,0.038714483
906,0.6419649,0.07506374
907,3.4785602,0.037668835
908,-0.03297418,0.08716416
909,0.2488352,0.03293537
910,0.21155699,0.037049513
911,1.2509544,0.034417175
912,1.2477158,0.0428245
913,0.493012,0.03558737
914,-0.069511235,0.074830264
915,-0.02561236,0.04072811
916,1.2038927,0.040017225
917,0.8439685,0.03694578
918,1.2911644,0.04307699
919,1.2690918,0.035044458
920,0.7637466,0.04454522
921,1.3037056,0.031977877
922,2.148951,0.07695413
923,0.92580736,0.041883405
924,0.588939,0.07865099
925,1.7450209,0.040400956
926,1.189507,0.040230237
927,0.8423117,0.09282105
928,1.6685507,0.054471135
929,-0.047416,0.032567576
930,-0.16918792,0.07530502
931,0.02218706,0.041178145
932,0.10315451,0.050414246
933,0.5203738,0.044729337
934,0.05722376,0.07159266
935,0.4571098,0.0324733
936,0.10903527,0.073397115
937,0.005201903,0.035625566
938,0.093262374,0.0652691
939,0.49103203,0.039800737
940,0.38591924,0.03982594
941,0.6413411,0.054203324
942,0.3295416,0.04145759
943,0.70789677,0.032814134
944,-0.09078043,0.037859276
945,1.3029908,0.032360893
946,-0.03310442,0.03883042
947,1.561079,0.037079956
948,-0.18366219,0.07519268
949,-0.044987064,0.03167614
950,0.16194047,0.04951136
951,0.16078801,0.051766485
952,2.9548337,0.03963977
953,2.3224897,0.042498827
954,2.538993,0.04361659
955,0.02271336,0.04545795
956,2.1482763,0.0785236
957,1.5373774,0.23253185
958,1.1127149,0.033211242
959,1.0646996,0.03848865
960,0.018906416,0.04396825
961,0.8266849,0.036725286
962,0.35878435,0.043612935
963,0.06129326,0.048021436
964,-0.042468753,0.07589823
965,0.091959685,0.040312793
966,0.12710015,0.032413747
967,0.6481427,0.03369349
968,0.059228595,0.042656478
969,0.0936809,0.039891805
970,0.52717316,0.04335156
971,-0.014713484,0.048286814
972,0.010825067,0.072968215
973,0.44572857,0.03861849
974,2.3778477,0.035518344
975,0.9960746,0.045497593
976,-0.005721883,0.035984762
977,0.05255296,0.041875515
978,-0.0775247,0.03920096
979,-0.1638752,0.09184432
980,-0.17999123,0.03469022
981,0.84531045,0.07829457
982,0.39248496,0.038698427
